"id";"origination_date";"balance";"product";"region";"repayment_date"
8829;"2012-09-18";7847;"Giga Loan";"West";""
8830;"2012-10-23";8907;"Giga Loan";"West";""
8831;"2012-12-31";1594;"Giga Loan";"West";""
8832;"2012-05-27";6131;"Giga Loan";"East";""
8833;"2012-03-24";8184;"Giga Loan";"West";""
8834;"2012-02-23";4263;"Giga Loan";"West";""
8835;"2012-03-30";6942;"Mega Loan";"West";""
8836;"2012-05-23";5950;"Super Loan";"North";""
8837;"2012-04-25";6121;"Super Loan";"South";"2012-08-11"
8838;"2012-01-29";5867;"Super Loan";"South";""
8839;"2012-06-03";3207;"Giga Loan";"East";"2012-11-09"
8840;"2012-12-03";1486;"Super Loan";"South";""
8841;"2012-04-19";6056;"Giga Loan";"South";""
8842;"2012-10-28";9969;"Super Loan";"East";""
8843;"2012-01-08";3638;"Super Loan";"South";""
8844;"2012-03-12";8677;"Mega Loan";"West";""
8845;"2012-08-06";4209;"Giga Loan";"South";""
8846;"2012-02-05";7813;"Super Loan";"North";""
8847;"2012-04-13";3821;"Mega Loan";"West";""
8848;"2012-11-04";5548;"Giga Loan";"East";"2012-12-03"
8849;"2012-07-30";7171;"Super Loan";"West";"2012-12-29"
8850;"2012-10-06";7034;"Super Loan";"South";"2012-12-16"
8851;"2012-01-11";6109;"Giga Loan";"East";"2012-03-05"
8852;"2012-03-06";2697;"Super Loan";"South";"2012-06-15"
8853;"2012-08-03";6769;"Super Loan";"West";""
8854;"2012-08-10";6476;"Super Loan";"North";""
8855;"2012-01-03";6239;"Giga Loan";"North";""
8856;"2012-06-17";4098;"Super Loan";"South";"2012-08-15"
8857;"2012-08-29";3174;"Mega Loan";"West";"2012-10-03"
8858;"2012-06-05";9981;"Super Loan";"West";""
8859;"2012-05-25";6833;"Mega Loan";"North";""
8860;"2012-05-30";1020;"Giga Loan";"North";""
8861;"2012-08-15";8887;"Super Loan";"North";""
8862;"2012-08-02";7428;"Super Loan";"East";""
8863;"2012-01-03";6152;"Giga Loan";"West";"2012-06-06"
8864;"2012-05-29";7070;"Super Loan";"North";""
8865;"2012-05-31";1690;"Super Loan";"South";""
8866;"2012-05-27";3093;"Super Loan";"North";"2012-08-30"
8867;"2012-04-29";3019;"Giga Loan";"South";""
8868;"2012-10-10";6812;"Giga Loan";"East";""
8869;"2012-10-31";7961;"Mega Loan";"North";""
8870;"2012-12-02";5227;"Super Loan";"North";""
8871;"2012-11-29";7298;"Giga Loan";"East";""
8872;"2012-02-21";4016;"Giga Loan";"North";""
8873;"2012-08-30";5196;"Super Loan";"West";""
8874;"2012-04-01";9937;"Mega Loan";"East";""
8875;"2012-03-08";2693;"Mega Loan";"North";"2012-09-20"
8876;"2012-01-18";8406;"Giga Loan";"South";"2012-10-24"
8877;"2012-03-01";7749;"Super Loan";"West";""
8878;"2012-09-14";5515;"Giga Loan";"East";""
8879;"2012-01-22";3953;"Giga Loan";"East";""
8880;"2012-10-01";4920;"Mega Loan";"West";""
8881;"2012-04-13";2548;"Mega Loan";"North";""
8882;"2012-11-28";9063;"Super Loan";"West";""
8883;"2012-09-23";6617;"Giga Loan";"South";""
8884;"2012-07-07";8318;"Mega Loan";"East";""
8885;"2012-01-25";5538;"Giga Loan";"East";"2012-06-20"
8886;"2012-05-24";2855;"Super Loan";"West";"2012-12-26"
8887;"2012-10-23";2415;"Super Loan";"East";"2012-11-29"
8888;"2012-07-18";7712;"Giga Loan";"East";"2012-10-04"
8889;"2012-02-05";2835;"Mega Loan";"North";"2012-10-23"
8890;"2012-07-12";8249;"Giga Loan";"South";"2012-08-28"
8891;"2012-06-13";7733;"Mega Loan";"West";""
8892;"2012-01-30";1721;"Mega Loan";"South";"2012-08-22"
8893;"2012-03-15";5676;"Super Loan";"East";"2012-10-29"
8894;"2012-10-12";3884;"Giga Loan";"West";""
8895;"2012-11-23";7792;"Giga Loan";"North";""
8896;"2012-09-24";6367;"Super Loan";"East";""
8897;"2012-09-05";5978;"Giga Loan";"North";"2012-11-19"
8898;"2012-10-11";9812;"Mega Loan";"West";"2012-11-13"
8899;"2012-04-27";3178;"Super Loan";"North";"2012-07-08"
8900;"2012-12-17";3938;"Super Loan";"South";""
8901;"2012-09-22";5038;"Mega Loan";"North";""
8902;"2012-05-10";9476;"Giga Loan";"West";""
8903;"2012-11-19";6955;"Giga Loan";"West";""
8904;"2012-01-03";9234;"Mega Loan";"East";"2012-12-24"
8905;"2012-09-09";9413;"Super Loan";"East";"2012-11-08"
8906;"2012-04-04";8649;"Super Loan";"North";""
8907;"2012-02-08";7639;"Mega Loan";"East";""
8908;"2012-09-30";7162;"Super Loan";"East";""
8909;"2012-02-14";4163;"Giga Loan";"South";"2012-08-01"
8910;"2012-07-26";1592;"Super Loan";"West";""
8911;"2012-01-21";2081;"Giga Loan";"South";"2012-05-02"
8912;"2012-03-09";5711;"Giga Loan";"North";"2012-10-12"
8913;"2012-12-07";9655;"Super Loan";"West";""
8914;"2012-02-19";7698;"Super Loan";"South";""
8915;"2012-04-04";4028;"Giga Loan";"South";""
8916;"2012-08-19";5192;"Mega Loan";"East";"2012-12-29"
8917;"2012-06-13";9553;"Giga Loan";"West";"2012-12-29"
8918;"2012-07-07";5443;"Super Loan";"North";""
8919;"2012-11-20";2904;"Super Loan";"North";""
8920;"2012-04-24";2388;"Super Loan";"North";"2012-09-15"
8921;"2012-01-20";3691;"Mega Loan";"North";"2012-08-04"
8922;"2012-09-17";9638;"Mega Loan";"East";""
8923;"2012-11-27";3110;"Mega Loan";"North";""
8924;"2012-06-17";8368;"Giga Loan";"West";""
8925;"2012-12-26";3522;"Mega Loan";"East";""
8926;"2012-01-14";9903;"Mega Loan";"East";""
8927;"2012-04-27";4734;"Super Loan";"East";""
8928;"2012-10-09";8500;"Mega Loan";"West";""
8929;"2012-03-09";9714;"Giga Loan";"East";""
8930;"2012-07-03";6912;"Super Loan";"South";""
8931;"2012-12-31";2438;"Giga Loan";"South";"2012-12-31"
8932;"2012-06-02";4752;"Mega Loan";"West";""
8933;"2012-02-15";6388;"Super Loan";"South";""
8934;"2012-10-12";8394;"Mega Loan";"South";""
8935;"2012-06-13";3986;"Super Loan";"East";""
8936;"2012-08-01";5800;"Giga Loan";"North";""
8937;"2012-08-30";7042;"Giga Loan";"North";""
8938;"2012-08-26";1625;"Giga Loan";"West";""
8939;"2012-10-02";2962;"Super Loan";"West";""
8940;"2012-08-03";1204;"Super Loan";"West";""
8941;"2012-02-20";2217;"Super Loan";"North";""
8942;"2012-10-11";4043;"Giga Loan";"West";"2012-11-17"
8943;"2012-11-04";5916;"Super Loan";"East";"2012-12-05"
8944;"2012-09-16";1871;"Giga Loan";"North";""
8945;"2012-06-15";1741;"Giga Loan";"South";""
8946;"2012-06-20";8944;"Giga Loan";"North";""
8947;"2012-05-06";6064;"Super Loan";"West";"2012-12-04"
8948;"2012-11-25";1294;"Mega Loan";"South";""
8949;"2012-10-25";4387;"Mega Loan";"South";"2012-12-10"
8950;"2012-06-23";7969;"Giga Loan";"East";""
8951;"2012-10-09";2682;"Giga Loan";"North";""
8952;"2012-10-06";7079;"Mega Loan";"West";""
8953;"2012-05-09";7606;"Mega Loan";"West";""
8954;"2012-12-30";4792;"Giga Loan";"East";""
8955;"2012-07-11";5446;"Giga Loan";"West";"2012-10-20"
8956;"2012-11-04";1127;"Mega Loan";"South";""
8957;"2012-03-17";4694;"Super Loan";"North";"2012-09-12"
8958;"2012-02-12";9180;"Giga Loan";"East";""
8959;"2012-03-03";8628;"Super Loan";"West";""
8960;"2012-01-30";4408;"Giga Loan";"South";"2012-08-26"
8961;"2012-01-13";6092;"Super Loan";"East";""
8962;"2012-01-28";1066;"Super Loan";"South";"2012-06-02"
8963;"2012-06-05";8160;"Super Loan";"West";"2012-12-26"
8964;"2012-11-03";2479;"Giga Loan";"North";""
8965;"2012-08-27";8460;"Mega Loan";"South";""
8966;"2012-07-04";2146;"Mega Loan";"South";"2012-09-18"
8967;"2012-05-16";7280;"Mega Loan";"South";""
8968;"2012-11-09";5502;"Giga Loan";"West";""
8969;"2012-09-06";2771;"Super Loan";"West";""
8970;"2012-10-30";9242;"Super Loan";"South";""
8971;"2012-06-09";5706;"Mega Loan";"North";""
8972;"2012-11-12";3989;"Super Loan";"North";""
8973;"2012-04-17";3285;"Mega Loan";"South";"2012-12-26"
8974;"2012-09-10";1621;"Giga Loan";"West";""
8975;"2012-10-20";4860;"Giga Loan";"South";""
8976;"2012-01-31";4026;"Super Loan";"South";"2012-11-05"
8977;"2012-04-25";9566;"Giga Loan";"North";""
8978;"2012-03-16";9925;"Giga Loan";"West";"2012-10-17"
8979;"2012-02-17";4321;"Giga Loan";"East";""
8980;"2012-12-25";3952;"Super Loan";"North";""
8981;"2012-05-11";7894;"Super Loan";"East";""
8982;"2012-03-16";6003;"Giga Loan";"South";"2012-10-14"
8983;"2012-10-03";1031;"Super Loan";"East";""
8984;"2012-06-15";5499;"Mega Loan";"South";"2012-09-10"
8985;"2012-11-30";9796;"Giga Loan";"East";""
8986;"2012-08-24";5478;"Mega Loan";"South";""
8987;"2012-12-14";5627;"Mega Loan";"South";""
8988;"2012-12-29";4490;"Super Loan";"South";""
8989;"2012-06-28";4658;"Mega Loan";"East";"2012-11-03"
8990;"2012-09-15";4255;"Super Loan";"South";""
8991;"2012-06-16";7898;"Giga Loan";"South";""
8992;"2012-02-14";9750;"Giga Loan";"West";"2012-10-18"
8993;"2012-12-10";4322;"Giga Loan";"East";""
8994;"2012-07-05";6058;"Super Loan";"South";""
8995;"2012-05-15";2229;"Super Loan";"North";""
8996;"2012-11-07";2781;"Giga Loan";"East";""
8997;"2012-12-23";7204;"Super Loan";"South";""
8998;"2012-06-16";8509;"Mega Loan";"North";""
8999;"2012-02-13";7284;"Giga Loan";"South";"2012-12-02"
9000;"2012-03-04";8976;"Super Loan";"South";""
9001;"2012-03-10";7751;"Giga Loan";"North";"2012-11-07"
9002;"2012-05-18";2989;"Giga Loan";"West";""
9003;"2012-04-29";2964;"Mega Loan";"North";""
9004;"2012-05-20";1035;"Super Loan";"North";""
9005;"2012-01-22";3611;"Super Loan";"West";""
9006;"2012-02-08";6825;"Mega Loan";"North";""
9007;"2012-11-15";4062;"Mega Loan";"West";"2012-11-25"
9008;"2012-04-12";3176;"Super Loan";"East";"2012-11-13"
9009;"2012-07-18";6750;"Mega Loan";"North";""
9010;"2012-11-20";7383;"Giga Loan";"East";""
9011;"2012-04-11";6129;"Giga Loan";"West";"2012-10-23"
9012;"2012-08-22";4643;"Mega Loan";"West";""
9013;"2012-10-17";3386;"Super Loan";"East";"2012-10-24"
9014;"2012-12-27";6161;"Mega Loan";"East";""
9015;"2012-01-02";9143;"Super Loan";"West";"2012-02-28"
9016;"2012-12-08";3181;"Super Loan";"West";"2012-12-12"
9017;"2012-12-22";1638;"Giga Loan";"North";""
9018;"2012-04-30";4770;"Giga Loan";"South";"2012-07-12"
9019;"2012-09-07";6671;"Giga Loan";"West";""
9020;"2012-02-11";5296;"Mega Loan";"South";"2012-10-08"
9021;"2012-10-19";8026;"Giga Loan";"East";""
9022;"2012-04-01";4569;"Super Loan";"South";"2012-10-02"
9023;"2012-06-08";5046;"Super Loan";"South";""
9024;"2012-06-27";2347;"Giga Loan";"North";"2012-12-27"
9025;"2012-04-25";9627;"Mega Loan";"South";"2012-07-27"
9026;"2012-11-22";6275;"Mega Loan";"North";""
9027;"2012-02-10";4129;"Super Loan";"South";""
9028;"2012-11-04";6831;"Super Loan";"East";""
9029;"2012-08-16";4784;"Mega Loan";"East";""
9030;"2012-10-22";1412;"Mega Loan";"East";""
9031;"2012-12-27";5807;"Giga Loan";"East";""
9032;"2012-10-24";2535;"Giga Loan";"South";""
9033;"2012-01-23";3402;"Giga Loan";"South";""
9034;"2012-04-05";7772;"Super Loan";"South";"2012-10-23"
9035;"2012-11-07";2570;"Giga Loan";"North";""
9036;"2012-06-25";6013;"Mega Loan";"West";"2012-10-26"
9037;"2012-08-02";4597;"Mega Loan";"West";"2012-11-21"
9038;"2012-04-28";5633;"Mega Loan";"North";""
9039;"2012-04-05";8189;"Super Loan";"East";"2012-11-09"
9040;"2012-12-30";1346;"Giga Loan";"East";""
9041;"2012-03-07";3016;"Super Loan";"West";"2012-11-27"
9042;"2012-02-29";4318;"Mega Loan";"East";""
9043;"2012-06-01";4990;"Mega Loan";"East";""
9044;"2012-03-10";5402;"Giga Loan";"East";""
9045;"2012-10-31";9479;"Super Loan";"West";""
9046;"2012-08-30";4133;"Giga Loan";"East";"2012-12-09"
9047;"2012-09-27";7584;"Giga Loan";"South";""
9048;"2012-10-12";1116;"Super Loan";"East";"2012-12-15"
9049;"2012-08-12";7904;"Mega Loan";"East";""
9050;"2012-07-16";4254;"Mega Loan";"South";""
9051;"2012-05-30";5413;"Mega Loan";"North";""
9052;"2012-02-12";5929;"Super Loan";"West";"2012-12-30"
9053;"2012-10-02";7824;"Super Loan";"South";""
9054;"2012-01-06";9459;"Giga Loan";"North";""
9055;"2012-03-30";7277;"Mega Loan";"North";""
9056;"2012-07-31";7450;"Giga Loan";"East";"2012-10-03"
9057;"2012-11-23";5734;"Super Loan";"South";""
9058;"2012-09-16";1405;"Super Loan";"North";""
9059;"2012-09-29";4281;"Super Loan";"West";"2012-12-22"
9060;"2012-05-08";9519;"Super Loan";"East";""
9061;"2012-11-21";1818;"Super Loan";"West";""
9062;"2012-05-25";9088;"Mega Loan";"East";"2012-10-10"
9063;"2012-06-26";2053;"Super Loan";"East";"2012-07-29"
9064;"2012-06-04";4220;"Giga Loan";"South";""
9065;"2012-03-20";6859;"Super Loan";"North";"2012-12-21"
9066;"2012-07-25";3624;"Giga Loan";"South";""
9067;"2012-12-26";9233;"Super Loan";"South";""
9068;"2012-08-15";1455;"Giga Loan";"East";""
9069;"2012-02-10";8257;"Giga Loan";"West";"2012-09-03"
9070;"2012-09-29";7422;"Mega Loan";"East";""
9071;"2012-08-22";1802;"Giga Loan";"West";""
9072;"2012-10-09";1272;"Giga Loan";"North";""
9073;"2012-01-26";1739;"Giga Loan";"North";""
9074;"2012-11-05";5792;"Mega Loan";"South";""
9075;"2012-05-16";5675;"Mega Loan";"South";""
9076;"2012-05-22";1217;"Giga Loan";"East";""
9077;"2012-03-16";8926;"Giga Loan";"North";"2012-10-30"
9078;"2012-11-20";3258;"Mega Loan";"South";""
9079;"2012-12-17";1334;"Mega Loan";"West";"2012-12-21"
9080;"2012-10-14";6829;"Mega Loan";"West";""
9081;"2012-04-11";6513;"Mega Loan";"South";"2012-07-12"
9082;"2012-10-20";5747;"Giga Loan";"East";""
9083;"2012-01-10";2757;"Super Loan";"West";""
9084;"2012-12-29";4336;"Mega Loan";"East";""
9085;"2012-01-21";5206;"Mega Loan";"West";"2012-10-02"
9086;"2012-06-26";9034;"Super Loan";"East";"2012-11-04"
9087;"2012-01-25";1786;"Giga Loan";"West";""
9088;"2012-03-26";9941;"Giga Loan";"South";""
9089;"2012-09-25";9440;"Giga Loan";"West";""
9090;"2012-12-10";5067;"Giga Loan";"West";""
9091;"2012-04-09";9459;"Mega Loan";"North";"2012-07-05"
9092;"2012-05-14";1257;"Super Loan";"West";""
9093;"2012-02-12";4155;"Mega Loan";"South";""
9094;"2012-02-29";1512;"Mega Loan";"West";""
9095;"2012-07-26";4477;"Giga Loan";"West";"2012-12-23"
9096;"2012-04-01";1013;"Super Loan";"North";"2012-11-17"
9097;"2012-04-18";4136;"Giga Loan";"South";""
9098;"2012-02-07";3710;"Giga Loan";"West";""
9099;"2012-06-21";1469;"Mega Loan";"South";""
9100;"2012-06-14";2393;"Super Loan";"West";"2012-09-27"
9101;"2012-10-31";1131;"Super Loan";"East";""
9102;"2012-03-22";2271;"Mega Loan";"South";"2012-12-02"
9103;"2012-03-10";2666;"Mega Loan";"North";""
9104;"2012-01-11";1871;"Mega Loan";"South";"2012-12-03"
9105;"2012-07-11";7064;"Giga Loan";"South";"2012-12-26"
9106;"2012-01-11";7341;"Giga Loan";"North";"2012-10-20"
9107;"2012-04-18";2088;"Super Loan";"North";"2012-07-27"
9108;"2012-04-08";5989;"Mega Loan";"North";"2012-07-26"
9109;"2012-08-23";9600;"Super Loan";"West";""
9110;"2012-06-25";2422;"Giga Loan";"East";""
9111;"2012-05-18";2817;"Giga Loan";"North";""
9112;"2012-01-19";6112;"Mega Loan";"West";"2012-09-08"
9113;"2012-10-11";7170;"Super Loan";"West";""
9114;"2012-12-28";4575;"Mega Loan";"North";""
9115;"2012-03-29";9449;"Super Loan";"East";""
9116;"2012-10-09";2375;"Mega Loan";"West";""
9117;"2012-05-18";3609;"Super Loan";"West";"2012-12-30"
9118;"2012-12-19";1235;"Giga Loan";"East";""
9119;"2012-06-11";2315;"Mega Loan";"West";"2012-12-30"
9120;"2012-06-27";3048;"Mega Loan";"West";""
9121;"2012-12-16";5303;"Mega Loan";"South";""
9122;"2012-10-06";1774;"Super Loan";"North";""
9123;"2012-11-25";3306;"Giga Loan";"West";"2012-11-26"
9124;"2012-08-30";8458;"Giga Loan";"East";""
9125;"2012-06-17";2286;"Super Loan";"North";""
9126;"2012-10-01";6783;"Super Loan";"North";""
9127;"2012-11-14";8472;"Mega Loan";"South";""
9128;"2012-07-05";5423;"Giga Loan";"North";""
9129;"2012-12-11";9494;"Giga Loan";"North";""
9130;"2012-11-22";8942;"Giga Loan";"South";""
9131;"2012-12-10";6816;"Super Loan";"North";""
9132;"2012-04-03";9626;"Giga Loan";"South";""
9133;"2012-08-28";1213;"Mega Loan";"South";""
9134;"2012-11-18";8482;"Super Loan";"East";""
9135;"2012-03-18";1496;"Mega Loan";"South";"2012-07-01"
9136;"2012-01-26";7277;"Super Loan";"East";""
9137;"2012-11-16";5823;"Super Loan";"West";""
9138;"2012-06-03";2585;"Giga Loan";"North";"2012-11-14"
9139;"2012-11-11";3266;"Mega Loan";"South";""
9140;"2012-04-27";5422;"Mega Loan";"West";""
9141;"2012-03-23";4008;"Giga Loan";"South";""
9142;"2012-02-28";5084;"Giga Loan";"West";""
9143;"2012-11-13";1534;"Super Loan";"North";""
9144;"2012-09-27";1177;"Giga Loan";"West";""
9145;"2012-03-01";8660;"Giga Loan";"East";"2012-09-09"
9146;"2012-12-29";9984;"Giga Loan";"South";""
9147;"2012-04-18";2553;"Super Loan";"West";""
9148;"2012-06-03";2268;"Giga Loan";"East";""
9149;"2012-06-18";1218;"Giga Loan";"East";"2012-08-16"
9150;"2012-01-20";3868;"Super Loan";"North";"2012-09-09"
9151;"2012-09-01";4316;"Giga Loan";"South";""
9152;"2012-11-04";5521;"Giga Loan";"East";""
9153;"2012-12-12";4643;"Mega Loan";"South";""
9154;"2012-04-28";6622;"Mega Loan";"West";"2012-11-14"
9155;"2012-05-07";3979;"Giga Loan";"North";""
9156;"2012-02-18";5930;"Giga Loan";"North";"2012-08-17"
9157;"2012-09-18";3405;"Giga Loan";"North";""
9158;"2012-08-30";2450;"Giga Loan";"North";""
9159;"2012-12-15";1352;"Super Loan";"East";""
9160;"2012-05-23";2899;"Giga Loan";"East";""
9161;"2012-01-12";1391;"Giga Loan";"West";"2012-05-27"
9162;"2012-03-23";7169;"Giga Loan";"South";""
9163;"2012-08-18";2524;"Giga Loan";"East";"2012-11-13"
9164;"2012-04-11";1604;"Super Loan";"South";""
9165;"2012-12-11";5651;"Mega Loan";"East";""
9166;"2012-10-06";3021;"Giga Loan";"East";"2012-11-28"
9167;"2012-06-12";7882;"Giga Loan";"East";"2012-10-12"
9168;"2012-02-27";1473;"Mega Loan";"East";"2012-06-27"
9169;"2012-11-14";4606;"Mega Loan";"South";""
9170;"2012-03-15";1148;"Giga Loan";"North";""
9171;"2012-02-13";5895;"Giga Loan";"South";"2012-05-30"
9172;"2012-10-14";7615;"Mega Loan";"South";""
9173;"2012-08-15";5232;"Giga Loan";"East";""
9174;"2012-05-30";6430;"Giga Loan";"West";"2012-10-01"
9175;"2012-11-05";7792;"Giga Loan";"South";""
9176;"2012-09-10";3891;"Mega Loan";"North";""
9177;"2012-03-09";6413;"Super Loan";"West";"2012-12-06"
9178;"2012-03-15";9345;"Super Loan";"West";"2012-11-07"
9179;"2012-07-23";5160;"Giga Loan";"West";""
9180;"2012-11-26";6631;"Super Loan";"South";""
9181;"2012-10-21";3213;"Super Loan";"North";"2012-12-08"
9182;"2012-02-11";8476;"Super Loan";"South";""
9183;"2012-04-10";2152;"Giga Loan";"North";""
9184;"2012-08-22";6857;"Giga Loan";"West";""
9185;"2012-09-28";5098;"Super Loan";"South";""
9186;"2012-05-11";5131;"Giga Loan";"East";"2012-11-28"
9187;"2012-03-05";2786;"Super Loan";"North";""
9188;"2012-09-08";7504;"Super Loan";"North";"2012-12-08"
9189;"2012-08-03";6582;"Giga Loan";"West";"2012-08-17"
9190;"2012-05-15";3139;"Mega Loan";"West";"2012-08-23"
9191;"2012-11-24";9403;"Mega Loan";"West";""
9192;"2012-04-24";6973;"Giga Loan";"West";""
9193;"2012-12-23";9308;"Mega Loan";"West";""
9194;"2012-11-24";1927;"Mega Loan";"South";""
9195;"2012-12-28";7578;"Super Loan";"West";""
9196;"2012-01-14";4958;"Giga Loan";"East";"2012-10-20"
9197;"2012-06-21";3948;"Mega Loan";"North";""
9198;"2012-01-17";5459;"Mega Loan";"East";"2012-10-02"
9199;"2012-05-29";5432;"Super Loan";"North";"2012-10-24"
9200;"2012-11-19";7555;"Super Loan";"North";""
9201;"2012-07-12";5608;"Giga Loan";"West";""
9202;"2012-01-03";1327;"Giga Loan";"North";""
9203;"2012-05-21";5169;"Giga Loan";"West";"2012-10-23"
9204;"2012-06-30";9840;"Mega Loan";"South";"2012-12-26"
9205;"2012-10-15";6757;"Giga Loan";"East";"2012-12-21"
9206;"2012-05-29";2961;"Super Loan";"West";""
9207;"2012-12-04";3731;"Mega Loan";"West";""
9208;"2012-10-08";3169;"Super Loan";"East";""
9209;"2012-03-26";2306;"Giga Loan";"North";""
9210;"2012-06-07";7891;"Super Loan";"West";""
9211;"2012-06-20";8801;"Mega Loan";"East";""
9212;"2012-01-08";4519;"Mega Loan";"South";"2012-12-08"
9213;"2012-08-11";6367;"Mega Loan";"West";""
9214;"2012-09-05";9954;"Giga Loan";"South";""
9215;"2012-09-29";1376;"Super Loan";"West";""
9216;"2012-03-01";1465;"Mega Loan";"West";""
9217;"2012-10-21";5084;"Mega Loan";"East";""
9218;"2012-12-21";3162;"Giga Loan";"East";""
9219;"2012-11-10";7969;"Giga Loan";"North";""
9220;"2012-02-29";1665;"Mega Loan";"East";""
9221;"2012-04-30";5302;"Mega Loan";"East";""
9222;"2012-05-01";7372;"Mega Loan";"North";""
9223;"2012-04-15";7639;"Super Loan";"South";""
9224;"2012-02-26";4610;"Giga Loan";"East";""
9225;"2012-10-06";8299;"Super Loan";"West";""
9226;"2012-09-28";5216;"Giga Loan";"South";""
9227;"2012-01-20";8569;"Super Loan";"North";"2012-10-08"
9228;"2012-03-02";2247;"Mega Loan";"East";"2012-09-18"
9229;"2012-10-26";9676;"Super Loan";"East";""
9230;"2012-09-04";4000;"Super Loan";"South";""
9231;"2012-05-28";8802;"Super Loan";"South";"2012-11-26"
9232;"2012-11-01";5283;"Mega Loan";"South";""
9233;"2012-01-04";4327;"Mega Loan";"North";""
9234;"2012-05-24";3971;"Mega Loan";"West";"2012-12-02"
9235;"2012-04-09";5123;"Giga Loan";"East";""
9236;"2012-07-06";1084;"Mega Loan";"South";"2012-10-21"
9237;"2012-02-14";5932;"Super Loan";"North";"2012-11-10"
9238;"2012-11-07";7855;"Giga Loan";"South";""
9239;"2012-12-10";3253;"Mega Loan";"East";""
9240;"2012-12-04";7238;"Mega Loan";"South";""
9241;"2012-08-03";5746;"Super Loan";"West";""
9242;"2012-12-07";2054;"Mega Loan";"West";""
9243;"2012-06-03";1757;"Giga Loan";"East";""
9244;"2012-04-18";2112;"Mega Loan";"North";""
9245;"2012-12-10";2007;"Giga Loan";"West";""
9246;"2012-10-19";2133;"Mega Loan";"South";""
9247;"2012-10-23";2578;"Super Loan";"North";""
9248;"2012-07-21";6092;"Super Loan";"East";""
9249;"2012-06-10";4296;"Giga Loan";"North";"2012-12-20"
9250;"2012-09-06";9548;"Giga Loan";"East";"2012-11-28"
9251;"2012-07-01";6757;"Giga Loan";"North";""
9252;"2012-04-23";8599;"Giga Loan";"West";"2012-09-26"
9253;"2012-01-14";6919;"Mega Loan";"West";""
9254;"2012-01-10";4395;"Super Loan";"West";"2012-12-22"
9255;"2012-03-01";3208;"Mega Loan";"South";"2012-12-15"
9256;"2012-09-05";5217;"Giga Loan";"North";""
9257;"2012-08-11";8612;"Giga Loan";"West";""
9258;"2012-05-21";1776;"Giga Loan";"North";""
9259;"2012-09-17";6465;"Giga Loan";"South";""
9260;"2012-04-08";8288;"Super Loan";"East";""
9261;"2012-08-26";4777;"Mega Loan";"West";""
9262;"2012-12-31";5266;"Mega Loan";"South";""
9263;"2012-09-13";3570;"Super Loan";"North";""
9264;"2012-04-11";8104;"Super Loan";"East";""
9265;"2012-06-30";8237;"Mega Loan";"South";""
9266;"2012-11-06";7694;"Super Loan";"West";""
9267;"2012-02-25";8188;"Super Loan";"North";""
9268;"2012-08-11";4169;"Giga Loan";"North";""
9269;"2012-04-27";5548;"Super Loan";"West";"2012-10-01"
9270;"2012-02-28";1441;"Mega Loan";"West";""
9271;"2012-07-30";1407;"Giga Loan";"West";"2012-12-06"
9272;"2012-03-25";1294;"Mega Loan";"North";""
9273;"2012-06-14";2496;"Giga Loan";"West";""
9274;"2012-03-21";2164;"Mega Loan";"South";""
9275;"2012-04-18";2406;"Super Loan";"East";""
9276;"2012-10-25";3503;"Mega Loan";"West";""
9277;"2012-07-20";3298;"Super Loan";"East";""
9278;"2012-05-27";3985;"Super Loan";"South";"2012-07-20"
9279;"2012-05-12";8595;"Mega Loan";"South";""
9280;"2012-05-23";6594;"Mega Loan";"West";"2012-11-29"
9281;"2012-08-19";3532;"Giga Loan";"East";""
9282;"2012-11-05";5352;"Giga Loan";"West";""
9283;"2012-05-25";5192;"Super Loan";"West";""
9284;"2012-12-19";9452;"Giga Loan";"South";""
9285;"2012-02-02";8748;"Giga Loan";"North";""
9286;"2012-03-13";7401;"Super Loan";"West";"2012-09-24"
9287;"2012-12-17";4668;"Super Loan";"West";""
9288;"2012-11-07";7359;"Super Loan";"North";""
9289;"2012-01-16";8178;"Giga Loan";"North";""
9290;"2012-07-28";1133;"Super Loan";"West";""
9291;"2012-07-21";5646;"Mega Loan";"South";"2012-09-22"
9292;"2012-04-12";2954;"Mega Loan";"East";""
9293;"2012-03-14";5399;"Super Loan";"South";"2012-09-29"
9294;"2012-05-09";8217;"Super Loan";"North";"2012-09-18"
9295;"2012-05-11";1057;"Super Loan";"West";""
9296;"2012-05-31";3636;"Giga Loan";"South";"2012-12-29"
9297;"2012-12-25";5911;"Mega Loan";"East";""
9298;"2012-10-09";8246;"Mega Loan";"East";""
9299;"2012-09-18";6806;"Mega Loan";"North";""
9300;"2012-02-04";1459;"Giga Loan";"East";"2012-10-25"
9301;"2012-11-11";8688;"Super Loan";"East";""
9302;"2012-06-18";7213;"Giga Loan";"North";"2012-11-26"
9303;"2012-09-18";1753;"Giga Loan";"West";""
9304;"2012-03-26";1183;"Super Loan";"East";"2012-10-23"
9305;"2012-05-19";8377;"Mega Loan";"West";"2012-11-17"
9306;"2012-02-03";3160;"Super Loan";"East";"2012-12-09"
9307;"2012-03-10";3687;"Giga Loan";"South";"2012-06-26"
9308;"2012-01-14";1674;"Super Loan";"South";""
9309;"2012-01-19";6145;"Super Loan";"East";"2012-06-02"
9310;"2012-12-11";2282;"Super Loan";"East";""
9311;"2012-02-18";7269;"Giga Loan";"South";"2012-06-10"
